Peak Frequency: 0.00 Hz, Note: E, Octave: -178956970, at 9/30/2024 12:10:54 PM
Peak Frequency: 357.33 Hz, Note: F, Octave: 4, at 9/30/2024 12:11:13 PM
Peak Frequency: 357.33 Hz, Note: F, Octave: 4, at 9/30/2024 12:11:13 PM
Peak Frequency: 363.19 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:13 PM
Peak Frequency: 374.91 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:13 PM
Peak Frequency: 374.91 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:13 PM
Peak Frequency: 374.91 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:13 PM
Peak Frequency: 374.91 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 374.91 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 380.77 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 380.77 Hz, Note: F#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 386.62 Hz, Note: G, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 398.34 Hz, Note: G, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 398.34 Hz, Note: G, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 398.34 Hz, Note: G, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 398.34 Hz, Note: G, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 404.20 Hz, Note: G#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 404.20 Hz, Note: G#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 410.06 Hz, Note: G#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 410.06 Hz, Note: G#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 415.91 Hz, Note: G#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 415.91 Hz, Note: G#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 427.63 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 427.63 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 427.63 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 427.63 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 433.49 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 433.49 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 439.35 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 439.35 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 451.06 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 451.06 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 451.06 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 451.06 Hz, Note: A, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 456.92 Hz, Note: A#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 456.92 Hz, Note: A#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 462.78 Hz, Note: A#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 462.78 Hz, Note: A#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 474.49 Hz, Note: A#, Octave: 4, at 9/30/2024 12:11:14 PM
Peak Frequency: 474.49 Hz, Note: A#, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 480.35 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 480.35 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 486.21 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 486.21 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 497.93 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 497.93 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 503.78 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 503.78 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 503.78 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 503.78 Hz, Note: B, Octave: 4, at 9/30/2024 12:11:15 PM
Peak Frequency: 515.50 Hz, Note: C, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 515.50 Hz, Note: C, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 521.36 Hz, Note: C, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 521.36 Hz, Note: C, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 527.22 Hz, Note: C, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 527.22 Hz, Note: C, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 538.93 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 538.93 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 544.79 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 544.79 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 556.50 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 556.50 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 562.36 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 562.36 Hz, Note: C#, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 574.08 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 574.08 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 574.08 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 574.08 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 591.65 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 591.65 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 591.65 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:15 PM
Peak Frequency: 603.37 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 603.37 Hz, Note: D, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 615.08 Hz, Note: D#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 615.08 Hz, Note: D#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 615.08 Hz, Note: D#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 615.08 Hz, Note: D#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 626.80 Hz, Note: D#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 626.80 Hz, Note: D#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 644.37 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 644.37 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 650.23 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 650.23 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 656.09 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 656.09 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 667.81 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 667.81 Hz, Note: E, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 679.52 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 679.52 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 685.38 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 685.38 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 697.10 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 697.10 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 708.81 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 708.81 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 714.67 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 714.67 Hz, Note: F, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 726.39 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 726.39 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 738.10 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 738.10 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 743.96 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 743.96 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:16 PM
Peak Frequency: 761.53 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 761.53 Hz, Note: F#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 767.39 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 767.39 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 779.11 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 779.11 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 790.82 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 790.82 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 802.54 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 802.54 Hz, Note: G, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 814.25 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 814.25 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 831.83 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 837.69 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 837.69 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 837.69 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 849.40 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 849.40 Hz, Note: G#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 861.12 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 861.12 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 878.69 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 878.69 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 884.55 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 884.55 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 896.27 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 896.27 Hz, Note: A, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 913.84 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 913.84 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 931.41 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 931.41 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 937.27 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 937.27 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:17 PM
Peak Frequency: 954.85 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 954.85 Hz, Note: A#, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 966.56 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 966.56 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 984.13 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 984.13 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 995.85 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 995.85 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,007.57 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,007.57 Hz, Note: B, Octave: 5, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,025.14 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,025.14 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,042.71 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,042.71 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,054.43 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,054.43 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,072.00 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,072.00 Hz, Note: C, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,089.58 Hz, Note: C#, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 1,089.58 Hz, Note: C#, Octave: 6, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:18 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:19 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:20 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:21 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:22 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:23 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:23 PM
Peak Frequency: 228.46 Hz, Note: A#, Octave: 3, at 9/30/2024 12:11:23 PM
